Proposition,Nom d&apos;auteur,Âge,Département,Nb de votes,% pour,% contre,% neutre,theme,cluster_id
"Il faut inciter la population à arrêter de tondre leurs pelouses, planter des haies nourricières et semer des fleurs sauvages",Quentin,28.0,,294,0.707,0.164,0.13,Environmental Protection,8
Il faut arrêter de culpabiliser ceux qui n&apos;ont pas les moyens d&apos;être écolo et essayer de trouver des solutions adaptées à tous,Emm,55.0,,293,0.715,0.113,0.171,Citizen Engagement and Education,3
"Il faut arrêter que tous ces bateaux pollueurs envahissent notre belle mer Méditerranée, les petits comme les gros.",Marie Laure,65.0,83.0,292,0.722,0.069,0.209,Waste Reduction and Recycling,18
"Il faut demander un moratoire sur l&apos;origine des épandages aériens de métaux lourds, toxiques pour l&apos;homme, les animaux et la biodiversité .",Cha-cha,,,260,0.685,0.08,0.235,Waste Reduction and Recycling,18
"Il faut arrêter l’élevage intensif (550 à 700l d’eau environ pour 1kg de bœuf) et favoriser le végétal local, consommer local à bon prix",Caroline,40.0,57.0,284,0.705,0.189,0.106,Sustainable Agriculture,14
"Il faut suivre & appliquer sans retard les orientations des scientifiques compétents, biologistes, climatoloques, naturalistes etc...",Pierre,75.0,6.0,298,0.703,0.115,0.182,Climate Change Mitigation,4
Il faut interdire l&apos;élevage intensif et le nouveau décret du ministre de l&apos;agriculture du 10 juin 2024 qui limite les contrôles de ceux ci.,Chloé,42.0,,296,0.705,0.188,0.107,Environmental Protection,8
Il faut utiliser les anciennes friches commerciales ou industrielles pour construire des logements au lieu de terrains agricoles ou naturels,Florence,,63.0,296,0.684,0.177,0.139,Urban Planning and Green Spaces,16
Il faut ouvrir des espaces naturels dans les villes et les laisser évoluer en suivant cette évolution naturelle via un programme pédagogique,Luc,59.0,,294,0.72,0.116,0.164,Urban Planning and Green Spaces,16
"Il faut interdire la chasse dans nos parcs regionaux et nationaux, y interdire le surpaturage afin d&apos;y créer des réserves de biodiversité.",Michel,53.0,39.0,360,0.676,0.253,0.071,Conservation of Biodiversity,5
"Il faut arrêter d&apos;employer le mot mauvaise herbe, c&apos;est quoi une mauvaise herbe?",Gildas,51.0,35.0,334,0.738,0.085,0.177,Environmental Protection,8
Il faut développer et subventionner le transport fluvial de tourisme et de commerce fonctionnant aux énergies renouvelables.,Marie-Claire,56.0,972.0,294,0.706,0.089,0.205,Sustainable Transportation,15
"Il faut arrêter de changer le nom des ministères, réduire le nombre et donner des obligations de résultats aux ministres et  parlementaires",Yves,68.0,39.0,296,0.667,0.082,0.251,Renewable Energy and Sustainable Development,13
"Il faut mettre en place des amendes très importantes pour ceux qui jettent leur cigarettes au sol , une amende très dissuadante!",Cecile,36.0,35.0,296,0.719,0.099,0.183,Animal Welfare,0
Il faut rendre l&apos;installation de panneaux solaires beaucoup moins couteux pour les classes moyennes et basses sinon ce ne sera pas faisable.,Iona,22.0,72.0,294,0.676,0.099,0.225,Renewable Energy and Sustainable Development,13
"Il faut déployer de grands système de ""vente en vrac"" et revenir sur un modèle de marché de quartier local.",Elizabeth,16.0,,295,0.716,0.109,0.175,Environmental Protection,8
Il faut créer plus d&apos;écoles alternatives qui favorisent le contact des enfants avec la nature et les animaux,Maëva,,,292,0.686,0.124,0.19,Conservation of Biodiversity,5
"Il faut préserver chaque m² de forêts, de bois et de bosquets.",ost,,,297,0.749,0.156,0.095,Biomass and Forest Management,2
Il faut une aide pour les achats de maison à rénover pour en finir avec les constructions de maisons indépendantes neuves.,Laetitia,36.0,,302,0.676,0.136,0.188,Urban Planning and Green Spaces,16
Il faut penser les jardins comme des oasis avec des grands arbres qui protègent des arbres fruitiers qui protègent des arbustes,Céline,29.0,69.0,292,0.711,0.076,0.213,Environmental Protection,8
"Il faut réformer radicalement nos modes de production agricole, l&apos;agriculture intensive étant la 1re cause de mort de la biodiversité. ",Isa,56.0,14.0,264,0.721,0.225,0.054,Conservation of Biodiversity,5
"Il faut que les magasins au lieu de jeter leur déchets de poissons les redonnent à leurs consommateurs naturelles (oiseaux pêcheurs,chat...)",Débora,31.0,66.0,294,0.713,0.126,0.16,Waste Reduction and Recycling,18
Il faut militer et aider à la scolarisation des filles et à la contraception gratuite pour les femmes dans tous les pays du monde.,Marie-Claire,56.0,972.0,296,0.68,0.116,0.205,Biodiversity and Ecological Corridors,1
Il faut reconnaître et féliciter les initiatives et comportements éco responsables au quotidien.,Mr Clare&apos;s poetry club for the lonely souls,51.0,,298,0.745,0.053,0.202,Citizen Engagement and Education,3
Il faut interdire les chemins forestiers aux vehicules motorisés.,Michel,53.0,39.0,314,0.714,0.121,0.165,Biomass and Forest Management,2
"Il faut garantir l&apos;accès à la nature à tous, ainsi qu&apos;à l&apos;information sur la nature et ce qui la menace",Corentin,20.0,,292,0.783,0.121,0.097,Citizen Engagement and Education,3
"Il faut soutenir la détection par drone à caméra thermique, des jeunes animaux sauvages, afin de les préserver des machines agricoles.",Thierry,,,301,0.666,0.109,0.225,Environmental Protection,8
"Il faut accepter les habitats alternatifs ""respectueux""  (emprise au sol faible et impact terrain moindre), même en ville.",Fred,57.0,78.0,294,0.69,0.118,0.191,Urban Planning and Green Spaces,16
"Il faut ne pas confondre la chasse, la régulation et destruction de la biodiversité.",bibi,50.0,,269,0.683,0.162,0.155,Conservation of Biodiversity,5
Il faut annuler le décret du 10/06/24 qui modifie le code de l’environnement en augmentant les seuils d’animaux dans les élevages intensifs.,Pascale,67.0,61.0,296,0.676,0.178,0.146,Animal Welfare,0
Il faut arrêter de nous mentir sur les boites vertes à vêtements qui soit disant sont recyclés par les entreprises mais finissent loin.,Débora,31.0,66.0,294,0.636,0.082,0.282,Environmental Protection,8
"Il faut limiter les dérogations, contournements de la réglementation, et donner les moyens de contrôler/d&apos;accompagner (usagers, entreprises)",Thibault,30.0,,294,0.713,0.069,0.218,Citizen Engagement and Education,3
Il faut imposer aux restaurants d&apos;entreprises de mettre en place un compost local pour les déchets de préparation des végétaux générés.,Fred,57.0,78.0,294,0.731,0.098,0.171,Waste Reduction and Recycling,18
Il faut que tout les ronds-points de France soient végétalisés.,Laetitia,36.0,,300,0.752,0.071,0.177,Biomass and Forest Management,2
"Il faut limiter sa consommation en eau : un bain doit être exceptionnel, avoir le réflexe de couper l&apos;eau que de laisser couler pour rien",Prune,29.0,974.0,288,0.802,0.07,0.128,Water Conservation,19
"Il faut faire comprendre que lorsqu&apos;on achète, on vote pour : un modèle économique, un modèle politique. C&apos;est notre pouvoir au quotidien.",Margaret,41.0,,296,0.718,0.116,0.166,Citizen Engagement and Education,3
Il faut taxer les grandes surfaces et entreprises sur le gaspillage alimentaire afin de baisser la surproduction.,Alison,32.0,,298,0.717,0.147,0.137,Environmental Protection,8
"Il faut mieux informer les propriétaires de jardins, mais aussi les municipalités, sur la gestion écologique de leurs espaces naturels",Thomas,45.0,,294,0.759,0.113,0.128,Urban Planning and Green Spaces,16
"Il faut interdire les produits ménagers jetables (lingettes, plumeaux, etc).",Blandine,47.0,,299,0.724,0.145,0.131,Waste Reduction and Recycling,18
"Il faut sortir la biodiversité du débat d’expert. Nul besoin d’être biologiste, naturaliste, ingénieur… pour s’intéresser à la Nature",Anne Rosé de Bandol,40.0,75.0,264,0.712,0.135,0.153,Conservation of Biodiversity,5
Il faut instaurer dans les communes une surface minimale de vente de parcelles constructibles pour pouvoir végétaliser autour des maisons.,Dominique,47.0,65.0,295,0.673,0.131,0.195,Urban Planning and Green Spaces,16
Il faut conscientiser les populations sur les enjeux de restauration de la biodiversité à travers des séances de sensibilisation !,Mohamed,35.0,,260,0.737,0.086,0.178,Conservation of Biodiversity,5
Il faut ramasser les déchets en bord de route avant de passer sur la banquette avec l&apos;épareuse,Céline,48.0,82.0,292,0.667,0.066,0.267,Waste Management and Recycling,17
Il faut remplacer bitume par verdure et service civique biodiversité,Nathalie,57.0,85.0,242,0.687,0.083,0.229,Environmental Protection,8
"Il faut former les personnes sur l&apos;impact négatifs de certains de leurs gestes sur la biodiversité (ex. nourrir les animaux, cueillette...)",Elia,31.0,,260,0.721,0.097,0.182,Conservation of Biodiversity,5
Il faut végétaliser les toits des immeubles et y construire des terrasses,Céline,29.0,69.0,292,0.699,0.088,0.213,Environmental Protection,8
Il faut arrêter de financer les lobbies pharmaceutiques et grandes multinationales,Antony,43.0,,296,0.675,0.146,0.179,Sustainable Agriculture,14
Il faut proposer un guide ou un site conseil pour améliorer la biodiversité dans son jardin par le choix des plantes à planter.,Jean,40.0,75.0,260,0.76,0.078,0.162,Conservation of Biodiversity,5
"Il faut avoir des experts en jardinerie : au lieu d&apos;acheter des plantes inadaptées , on peut participer à la biodiversité dans nos jardins",E,58.0,,262,0.718,0.085,0.197,Conservation of Biodiversity,5
"Il faut dimuner  l&apos;emprise au sol de l&apos;ensemble des activités humaines publiques ou privées (desartificialisation,végétalisation)",H,43.0,,292,0.735,0.12,0.144,Biomass and Forest Management,2
"Il faut créer un service civile de connaissance de la nature pour tous les enfants de 10 ans pour apprendre la terre, l&apos;eau, les bactéries",Régis,65.0,973.0,285,0.69,0.127,0.183,Environmental Protection,8
Il faut encourager l&apos;écotourisme responsable pour valoriser la biodiversité,Emre,62.0,,275,0.742,0.106,0.152,Ecotourism and Responsible Travel,7
Il faut continuer à réduire les subventions aux activités “brunes” ,Hugues,19.0,,296,0.641,0.07,0.289,Waste Reduction and Recycling,18
Il faut que chaque commune organise 1x par an minimum une campagne de stérilisation des chats errants avec relâchage au point de capture,Valérie,62.0,1.0,312,0.687,0.158,0.155,Animal Welfare,0
"Il faut changer notre approche de nos habitudes et modes de gestion. Améliorer la qualité ""habitat"" et ""nourricier"" des espaces verts par ex",Frédéric,46.0,,294,0.706,0.067,0.227,Urban Planning and Green Spaces,16
"Il faut arrêter les grands projets inutiles et destructeurs de l&apos;environnement (A69, mégabassines...).",Emile,23.0,,295,0.692,0.202,0.106,Environmental Protection,8
Il faut maintenir les dispositifs financiers (type fonds verts) pour permettre aux collectivités de financer leurs actions.,Sébastien,48.0,,296,0.709,0.085,0.205,Citizen Engagement and Education,3
"Il faut restreindre les revêtements en macadam lorsque le lieu ne demande pas une circulation rapide: parking, cour, administrations, écoles",Genevieve,63.0,,298,0.697,0.112,0.192,Environmental Protection,8
Il faut augmenter la superficie des réserves naturelles : Créer de nouvelles réserves naturelles et parcs nationaux.,Blandine,47.0,,301,0.728,0.155,0.117,Protected Areas and Nature Reserves,12
"Il faut instaurer l&apos;écologie pratique et conviviale : école, travail, quartier, vente d&apos;occasion, échanges de services, covoiturage, prêts",Anne,59.0,51.0,292,0.759,0.11,0.131,Sustainable Transportation,15
Il faut instaurer une loi pour les communes rurales d&apos;obligation de budget de plantation de haies et arbres dans les chemins communaux,Jean-Pierre,62.0,27.0,295,0.687,0.158,0.155,Biomass and Forest Management,2
Il faut une vraie politique de l&apos;écologie et de préservation de la biodiversité et non des politiques comptables aux résultats démagogiques.,Margaret,41.0,,264,0.69,0.133,0.176,Environmental Protection,8
Il faut arrêter de privilégier les intérêts économiques sur l&apos;écologie et la biodiversité.,Margaret,41.0,,266,0.728,0.159,0.114,Environmental Protection,8
"Il faut trier les déchets par matières, sacs de couleur comme en Belgique, ramassages ciblés, éducation ++ puis sanctions si non-respect.",Odile,64.0,83.0,292,0.699,0.059,0.242,Waste Reduction and Recycling,18
"Il faut rendre le pouvoir à l&apos;Etat, qu&apos;il ne soit plus dépendant des industriels et puisse faire appliquer les lois protections de la nature",Clara,29.0,971.0,294,0.713,0.115,0.172,Environmental Protection,8
"Il faut éviter de pratiquer la pêche quand les femelles pondent, et pourquoi pas interdire certaines pêches un an voire 2 ou 3.",Martine,78.0,33.0,294,0.695,0.158,0.147,Animal Welfare,0
Il faut sensibiliser les entreprises à l&apos;utilisation de la clim dans les bureaux et proposer des solutions pour en limiter l&apos;utilisation.,Morgane,32.0,63.0,296,0.721,0.079,0.2,Waste Reduction and Recycling,18
"Il faut que les mairies offrent, ou proposent à prix réduit, des nichoirs pour oiseaux, en particulier ceux qui sont en voie de raréfaction",Annie,62.0,24.0,292,0.683,0.107,0.21,Conservation of Biodiversity,5
Il faut installer des nichoirs et des hôtels à insectes dans les espaces verts,Emm,55.0,,292,0.732,0.1,0.168,Insect Protection,10
"Il faut rétablir la valeur de l&apos;exemplarité d&apos;une conduite saine, sensée, respectueuse du Vivant et des ressources terrestres.",Mr Clare&apos;s poetry club for the lonely souls,51.0,,294,0.735,0.052,0.213,Citizen Engagement and Education,3
"Il faut préserver la biodiversité partout, pour tous et avec tous",Humanité et Biodiversité,,,299,0.821,0.058,0.121,Conservation of Biodiversity,5
Il faut améliorer les réglementations sur les pollutions causées par les évènements en plein air,Diana,31.0,92.0,299,0.698,0.061,0.241,Waste Reduction and Recycling,18
Il faut convertir l’agriculture conventionnelle vers l’agroecologie responsable et respectueuse des sols et de l’environnement.,François,50.0,,294,0.741,0.136,0.123,Sustainable Agriculture,14
